RUN,GEN,SMILES,VINA
8,30,C=C1[N]C(=C2CCN(C[C@@]3(F)C=CC=C4C=CC=C[C@@]43C)CC2)n2c(=O)c3c(Cl)cc[nH+]c3c[n+]21,-11.2
8,30,C=C1[N]C(=C2CC[NH+](C(=O)c3cccc4c3oc3ccccc34)CC2)n2c(=O)c3c(N=[N+]=[N-])cc[nH+]c3c[n+]21,-11.2
6,30,C=C1C=C2[N]C(N3CCC(C(=O)NC(=O)[C@H]4C[C@@H](F)[C@@H]5C=Cc6cccc4c65)CC3)=[NH+]C(C)=C2CC1,-11.2
6,30,C=C1C=C2[NH2+]C(N3CCC(C(=O)/N=C(\c4nn[n-][nH+]4)c4cc(F)c5c6c(cccc46)C=C5)CC3)=NC(C)=C2CC1,-11.2
6,30,Cc1nc(N2CCC(=C([O-])NC(=O)[C@H]3C[C@@H](F)[C@@H]4C=Cc5cccc3c54)CC2)[nH+]c2ccc(F)cc12,-11.2
6,30,Cc1[nH+]c(N2CCC(=C(O)NC(=O)c3cc(F)c4c5c(cccc35)C=C4)CC2)[nH+]c2ccc(F)cc12,-11.2
6,30,CC1=CCC2=C(C)[NH+]=C(N3CCC(=C(O)NC(=O)[C@H]4C[C@H](F)[C@H]5C=Cc6cccc4c65)CC3)NC2=C1,-11.2
6,30,C=C1[NH+]=C(N2CCC(=C(O)/N=C(\c3n[n-][nH+]n3)c3cc(F)c4c5c(cccc35)C=C4)CC2)[N]C2=C1CCC(C)=C2,-11.2
6,30,CC1=CCC2=C(C)[NH+]=C(N3CCC(=C(O)/N=C(\c4n[n-][nH+]n4)c4cc(F)c5c6c(cccc46)C=C5)CC3)[N]C2=C1,-11.2
4,30,Cc1[nH+]n(C/C(O)=[N+]2\CCC3=C(C2)/C(=C2/C[C@H](C)[C@@H](F)c4ccccc42)NN3)c(=O)c2ccccc12,-11.1
4,30,Cc1[nH+]n(C/C(O)=[N+]2\CCC3=C(C2)/C(=C2/C[C@H](C)[C@H](F)c4ccccc42)NN3)c(=O)c2ccccc12,-11.1
