RUN,GEN,SMILES,VINA
4,24,CC1=CC=C2C(C)=[N+]=C(N3CCC([C@]4(C)[N]C(=O)[N+](C5Cc6ccccc6C5)=C4N=[N+]=[N-])CC3)[N][C@@H]2C1,-9.7
4,24,CC1=C[C@@H]2N=C(N3CCC(=C(O)N(C)Cc4ccc5c6c(cccc46)C=C5)CC3)[NH2+]C(C)=C2C=C1,-9.7
4,24,CC1=CC=C2C(C)=[NH+]C(N3CCC(=C([O-])N(C)Cc4ccc5c6c(cccc46)C=C5)CC3)=N[C@@H]2C1,-9.7
4,24,Cc1nc(N2CCC([C@@]3(C)[NH2+]C(N=[N+]=[N-])=[N+](C4Cc5ccccc5C4)C3=O)CC2)[nH+]c2ccccc12,-9.7
4,24,Cc1[nH+]c(N2CCC(=C([O-])N(C)Cc3ccc4c5c(cccc35)C=C4)CC2)[nH+]c2ccccc12,-9.7
4,27,CC1=C[C@@H]2[NH+]=C(N3CCC(/C(N=[N+]=[N-])=[N+](/C)Cc4ccc5c6c(cccc46)C=C5)CC3)N=C(C)C2=CC1,-9.7
4,27,Cc1[nH+]c(N2CCC([C@]3(C)[NH2+]C(N=[N+]=[N-])=[N+](C4Cc5ccccc5C4)C3=O)CC2)nc2ccccc12,-9.7
4,27,CC1=C[C@H]2[N]C(N3CCC([C@@]4(C)[NH2+]C(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)=[NH+]C(C)=C2C=C1,-9.7
4,27,CC1=C[C@@H]2NC(N3CCC([C@@]4(C)NC(=N)[N+](C5Cc6ccccc6C5)=C4O)CC3)=[NH+]C(C)=C2C=C1,-9.7
4,28,Cc1nc(N2CCC([C@]3(C)[N]C(O)=[N+](C4Cc5ccccc5C4)C3=N)CC2)nc2ccccc12,-9.7
4,30,C=C1C=CC2=C(C)[NH+]=C(N3CCC(/C(O)=[N+](/C)Cc4ccc5c6c(cccc46)C=C5)CC3)[N][C@@H]2C1,-9.7
4,30,C=C1CC=C2C(C)=[NH+]C(N3CCC([C@]4(C)NC(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)=N[C@@H]2C1,-9.7
4,30,C=C1CC=C2C(=C)N=C(N3CCC([C@]4(C)NC(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)[NH2+][C@@H]2C1,-9.7
8,26,C=C1C=CC2=C(C)N=C(N3CCC([C@]4(C)[NH2+]C(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)[N][C@@H]2C1,-9.7
8,26,CC1=C[C@H]2N=C(N3CCC([C@@]4(C)NC(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)NC(C)=C2C=C1,-9.7
8,26,C=C1C=CC2=C(C)[NH+]=C(N3CCC([C@@]4(C)NC(=[NH2+])[N+](C5Cc6ccccc6C5)=C4O)CC3)[N][C@@H]2C1,-9.7
8,26,C=C1C=CC2=C(C)[NH+]=C(N3CCC([C@]4(C)NC(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)[N][C@@H]2C1,-9.7
8,26,C[C@@]1(C2CC[NH+](C(=O)[N]C3Cc4ccccc4C3)CC2)[N]C(O)=[N+](C2Cc3ccccc3C2)C1=O,-9.7
8,26,CC1=C[C@H]2[N]C(N3CCC([C@@]4(C)NC(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)=[NH+]C(C)=C2C=C1,-9.7
8,26,C[C@@]1(C2CC[NH+](C(=O)[N]C3Cc4ccccc4C3)CC2)[N]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-9.7
8,29,CC1=CC=C2C(C)=[N+]=C(N3CCC([C@@]4(C)NC(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)[N][C@@H]2C1,-9.7
8,29,C=C1C=CC2=C(C)N=C(N3CCC([C@@]4(C)[N]C(=[NH2+])[N+](C5Cc6ccccc6C5)=C4O)CC3)[N][C@H]2C1,-9.7
8,29,C=C1C=CC2=C(C)NC(N3CCC([C@]4(C)[NH2+]C(N=[N+]=[N-])=[N+](C5Cc6ccccc6C5)C4=O)CC3)=[NH+][C@@H]2C1,-9.7
8,30,C=C1[NH+]=C(N2CCC([C@@]3(C)N=C(O)[N+](C4Cc5ccccc5C4)=C3O)CC2)[N][C@@H]2CC(C)=CC=C12,-9.7
