RUN,GEN,SMILES,VINA
3,27,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2N/C(N=C=O)=C1/CCC(=N)N(C2Cc3ccccc3C2)C1,-11.9
3,27,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2/N=C(\O)[C@H]1CCC(=N)N(C2Cc3ccccc3C2)C1,-11.9
3,27,CC(=O)O/C(=N/[C@@H]1c2ccc(C)cc2-c2c(C)cccc21)[C@@H]1CCC(=N)N(C2Cc3ccccc3C2)C1,-11.9
3,27,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[NH2+]/C([NH3+])=C1/CCC(=N)N(C2Cc3ccccc3C2)C1,-11.9
3,28,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2NC(=O)[C@H]1CCC(=[NH2+])N(C2Cc3ccccc3C2)C1,-11.9
3,28,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[NH2+]/C(N=C=O)=C1/CCC(=N)N(C2Cc3ccccc3C2)C1,-11.9
3,30,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2N/C(N)=C1/CCC([NH3+])=[N+](C2Cc3ccccc3C2)C1,-11.9
3,30,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[NH2+]/C(O)=C1/CCC(=N)N(C2Cc3ccccc3C2)C1,-11.9
9,30,C[C@@]1(C2CC[NH+](Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)[N]C(=N)[N+](C2Cc3ccccc3C2)=C1O,-11.8
9,30,Cc1cc(C(=O)N2CCC([C@]3(C)[N]C(=[NH2+])[N+](C4Cc5ccccc5C4)=C3O)CC2)c2ccccc2c1,-11.8
9,30,Cc1cc(C(=O)N2CCC([C@]3(C)[N]C([NH3+])=[N+](C4Cc5ccccc5C4)C3=O)CC2)c2ccccc2c1,-11.8
7,26,Cn1[nH+]c(/C(N)=[N+]2/CCc3ccccc3C2)c2cc(N3CC=C(c4ccc5ccccc5c4)CC3)ccc21,-11.8
7,26,Cn1[nH+]c(/C([NH3+])=[N+]2/CCc3ccccc3C2)c2cc(N3CC=C(c4ccc5ccccc5c4)CC3)ccc21,-11.8
7,26,Cn1nc(/C(N)=[N+]2\CCc3ccccc3C2)c2c1CC[C@H](N1CC=C(c3ccc4ccccc4c3)CC1)C2,-11.8
7,26,Cc1cccnc1NC(=O)[C@H]1CCC[N@H+](C([O-])=C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)C1,-11.8
2,6,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.8
2,12,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N-]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.8
2,12,C[C@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(=O)[N+](C2Cc3ccccc3C2)=C1N,-11.8
2,25,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)NC(=O)[N+](C2Cc3ccccc3C2)=C1N,-11.8
2,25,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(=N)[N+](C2Cc3ccccc3C2)=C1O,-11.8
2,25,C[C@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(O)=[N+](C2Cc3ccccc3C2)C1=[NH2+],-11.8
2,25,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(N)=[N+](C2Cc3ccccc3C2)C1=O,-11.8
2,25,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)NC(O)=[N+](C2Cc3ccccc3C2)C1=N,-11.8
2,25,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[NH2+]C(=O)N(C2Cc3ccccc3C2)C1=O,-11.8
2,25,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N-]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.8
2,25,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)NC([NH3+])=[N+](C2Cc3ccccc3C2)C1=O,-11.8
2,25,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)NC(O)=[N+](C2Cc3ccccc3C2)C1=[NH2+],-11.8
2,25,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)NC(O)=[N+](C2Cc3ccccc3C2)C1=O,-11.8
2,25,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)N=C(O)N(C2Cc3ccccc3C2)C1=O,-11.8
2,25,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)NC(=O)N(C2Cc3ccccc3C2)C1=O,-11.8
2,25,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(O)=[N+](C2Cc3ccccc3C2)C1=O,-11.8
2,27,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)N=C(O)[N+](C2Cc3ccccc3C2)=C1O,-11.8
2,27,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[NH2+]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.8
2,29,C[C@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C([NH3+])=[N+](C2Cc3ccccc3C2)C1=O,-11.8
2,29,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(O)=[N+](C2Cc3ccccc3C2)C1=O,-11.8
5,30,C=C1/C(=C\C2=C([O-])[N]c3ccccc32)[C@H](C)N(c2ccc(C)c(C)c2C)N1Cc1cccc2ccccc12,-11.8
3,19,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2N/C(O)=C1/CCC(=N)[N@@H+](C2Cc3ccccc3C2)C1,-11.8
3,19,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[N-]C(=O)[C@H]1CCC(O)=[N+](C2Cc3ccccc3C2)C1,-11.8
3,19,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[N-]C(=O)[C@H]1CC=C(N)N(C2Cc3ccccc3C2)C1,-11.8
3,19,Cc1cccc2c1-c1ccccc1[C@@H]2[NH2+]/C([NH3+])=C1\CCC(=[NH2+])N(C2Cc3ccccc3C2)C1,-11.8
3,19,[NH2+]=C1CC/C(=C(\[O-])NC2c3ccccc3-c3ccccc32)CN1C1Cc2ccccc2C1,-11.8
3,24,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[N-]C(=O)[C@H]1CC=C(N)[N@@H+](C2Cc3ccccc3C2)C1,-11.8
3,24,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[N-]C(=O)[C@H]1CC=C(O)N(C2Cc3ccccc3C2)C1,-11.8
3,27,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2N/C(N=C=O)=C1/CCC(=[NH2+])N(C2Cc3ccccc3C2)C1,-11.8
3,27,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[N-]C(=O)[C@H]1CC=C([NH3+])N(C2Cc3ccccc3C2)C1,-11.8
3,27,Cc1ccc2c(c1)-c1c(C)cccc1[C@H]2N/C([O-])=C1/CCC(=[NH2+])N(C2Cc3ccccc3C2)C1,-11.8
3,27,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2[N-]C(=O)[C@H]1CC=C(O)[N@H+](C2Cc3ccccc3C2)C1,-11.8
9,30,Cc1cc(C(=O)N2CCC([C@]3(C)[N-]C(=O)[N+](C4Cc5ccccc5C4)=C3O)CC2)c2ccccc2c1,-11.7
9,30,C[C@@]1(C2CC[NH+](Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)[N]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
9,30,Cc1cc(C(O)=[N+]2CCC([C@]3(C)NC(=N)[N+](C4Cc5ccccc5C4)=C3O)CC2)c2ccccc2c1,-11.7
9,30,Cc1cc(C(=O)N2CCC([C@]3(C)N=C([NH3+])[N+](C4Cc5ccccc5C4)=C3O)CC2)c2ccccc2c1,-11.7
9,30,C[C@@]1(C2CC[NH+](Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)[N]C(N)=[N+](C2Cc3ccccc3C2)C1=O,-11.7
9,30,C[C@@]1(C2CCN(Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)NC(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
9,30,Cc1cc(CN2CCC([C@@]3(C)[NH2+]C(O)=[N+](C4Cc5ccccc5C4)C3=O)CC2)cc2c1C1=CC=CCC1=C2,-11.7
9,30,C[C@@]1(C2CCN(C(=O)c3c(F)ccc4ccccc34)CC2)[N]C(=[NH2+])[N+](C2Cc3ccccc3C2)=C1O,-11.7
9,30,Cc1cc(CN2CCC([C@]3(C)[N]C([NH3+])=[N+](C4Cc5ccccc5C4)C3=O)CC2)cc2c1C1=CC=CCC1=C2,-11.7
9,30,C[C@@]1(C2CC[NH+](Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)NC(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
9,30,C[C@@]1(C2CC[NH+](Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)[NH2+]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
9,30,C[C@@]1(C2CCN(Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)[N]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
9,30,C[C@@]1(C2CCN(Cc3ccc4c(c3)C=C3CC=CC=C34)CC2)[N-]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
9,24,Cc1cc(CN2CCC([C@@]3(C)[NH+]=C(N)[N+](C4Cc5ccccc5C4)=C3O)CC2)cc2c1C1=CC=CCC1=C2,-11.7
7,26,Cn1[nH+]c(/C([NH3+])=[N+]2/CCc3ccccc3C2)c2c1CC[C@H](N1CC=C(c3ccc4ccccc4c3)CC1)C2,-11.7
7,26,Cn1nc(/C(N)=[N+]2/CCc3ccccc3C2)c2c1CC[C@H](N1CC=C(c3ccc4ccccc4c3)CC1)C2,-11.7
7,18,Cc1cc(C2=CCN([C@H]3CCc4c(c(/C([NH3+])=[N+]5\CCc6ccccc6C5)[nH+]n4C)C3)CC2)cc2ccccc12,-11.7
2,12,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[NH2+]C(O)=[N+](C2Cc3ccccc3C2)C1=O,-11.7
2,25,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(=N)[N+](C2Cc3ccccc3C2)=C1O,-11.7
2,25,C[C@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(N)=[N+](C2Cc3ccccc3C2)C1=O,-11.7
2,25,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)N=C(O)[N+](C2Cc3ccccc3C2)=C1N,-11.7
2,25,Cc1ccc(C[NH+]2CCC([C@@]3(C)NC(=[NH2+])[N+](C4Cc5ccccc5C4)=C3O)CC2)c2ccccc12,-11.7
2,25,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[NH2+]C(=O)[N+](C2Cc3ccccc3C2)=C1N,-11.7
2,25,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(=O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
2,25,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(=[NH2+])[N+](C2Cc3ccccc3C2)=C1N=[N+]=[N-],-11.7
2,25,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)NC(O)=[N+](C2Cc3ccccc3C2)C1=O,-11.7
2,25,C[C@@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)N=C(O)[N+](C2Cc3ccccc3C2)=C1N,-11.7
2,25,Cc1ccc(C[NH+]2CCC([C@@]3(C)[N-]C(=O)[N+](C4Cc5ccccc5C4)=C3N)CC2)c2ccccc12,-11.7
2,25,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)N=C(O)[N+](C2Cc3ccccc3C2)=C1O,-11.7
2,21,Cc1ccc(CN2CCC([C@@]3(C)[NH2+]C(=[NH2+])[N+](C4Cc5ccccc5C4)=C3O)CC2)c2ccccc12,-11.7
2,24,C[C@]1(C2CC[NH+](CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[NH+]=C(O)N(C2Cc3ccccc3C2)C1=O,-11.7
2,29,C[C@@]1(C2CCN(CC3=C[C@@H]4C=c5ccccc5=C4C=C3)CC2)[N]C(=[NH2+])[N+](C2Cc3ccccc3C2)=C1O,-11.7
5,25,C=C1/C(=C\C2=C(O)[N]c3ccccc32)[C@H](C)N(c2ccc(C)c(C)c2C)N1Cc1cccc2ccccc12,-11.7
0,27,O=C(Nc1ccnn1C1CC[NH+](CC2=C[C@H]3C=c4cc5c(cc4=C3C=C2)CCC5)CC1)c1ccccc1F,-11.7
3,19,Cc1ccc2c(c1)-c1c(C)cccc1[C@@H]2N/C(O)=C1/CCC(=N)[N@H+](C2Cc3ccccc3C2)C1,-11.7
