Run,Iteration,SMILES,Deep Frag Score,VINA
5,9,COC1C(C(=O)Nc2ccc(-n3cc(O)cn3)cc2)C12CCN(C(=O)c1cccc(-c3cccc(OO)c3F)c1)C(C)C2(OC)OC,0.560045,-9.98
8,9,CCOC1(C2c3[nH]c4cc(F)ccc4c3C(O)CN2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)(F)C(F)(F)C1,0.91217,-9.979
2,3,COc1cc(=O)n2c(c1C(=O)N1CCc3ccc(F)cc3C1C)CCN(Cc1cccc3c(OC)cccc13)CC2,0.638839,-9.978
2,1,COc1cc(=O)n2c(c1C(=O)N1Cc3ccccc3CC1CO)CCN(Cc1cccc3ccccc13)CC2,0.56464,-9.978
9,8,Cc1ccc(CN2CCc3nnc(C(C)N(C)C(=O)Cc4ccc(F)c(F)c4)n3CC2)cc1-c1cc(O)ccc1C(F)(F)F,0.832842,-9.977
8,4,O=C(c1nc(=O)[nH]c2ccccc12)N1CCc2c([nH]c3ccccc23)C1C1(O)CC(O)C(F)C(F)C1,0.787342,-9.977
1,6,CCn1nc(C(=O)N2CCc3cccc(F)c3C2)c2c1CCC(N1CC=C(c3cccc(O)c3O)C(O)(O)C1)C2,0.637648,-9.976
3,5,COC1CC(C(=O)NC(F)C2CC3CCC2C32CC2O)CC(F)N1C1N=c2cc3c(cc2=C(C)N1)CCC3,0.697072,-9.976
1,6,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CC(C)C(N1CC=C(c3cccc(O)c3O)C(O)(O)C1)C2,0.625332,-9.975
3,7,CCOC1CC(C(=O)NCC2CC3CCC2C32CC2(O)O)CC(F)N1C1N=c2cc3c(cc2=C(C)N1C=O)CCC3,0.604697,-9.974
2,3,COc1cc(=O)n2c(c1C(=O)N1C(O)Cc3ccc(F)cc3C1C)CCN(Cc1cccc3ccccc13)CC2,0.648969,-9.974
8,5,CC1C(F)(F)C(F)CCC1(O)C1c2[nH]c3ccccc3c2CCN1C(=O)c1nc(=O)[nH]c2ccccc12,0.832985,-9.974
2,5,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)C(OC)CN(C(C)c1cccc3ccccc13)CC2,0.609668,-9.973
2,10,C=COc1cccc2c(C(C)N3CCc4c(C(=O)N5CCc6c(F)cc(F)cc6C5C)c(OC)cc(=O)n4CC3)cc(OC)c(OC)c12,0.579593,-9.973
9,1,Cc1ccccc1-c1cccc(CN2CCc3nnc(CNC(=O)Cc4cccc(F)c4)n3CC2)c1C=O,0.553382,-9.973
2,8,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1c(O)c(OC)c(O)c3ccccc13)CC2,0.750289,-9.972
3,1,CC1=c2cc3c(cc2=NC(N2CCC(C(=O)NCC4(O)CC5CCC4C54CC4)CC2)N1)CCC3,0.961614,-9.972
9,8,CC(c1cccc(-c2cc(O)ccc2C(F)(F)F)c1)N1CCc2nnc(C(C)N(C)C(=O)Cc3ccc(F)c(F)c3)n2CC1,0.846967,-9.972
3,8,CCOC1CC(C(=O)NCC2CC3CCC2(O)C32CC2(O)O)CC(F)N1C1N=c2cc3c(cc2=C(C)N1)CC(F)C3,0.665444,-9.971
7,6,CC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccc(O)cc2)CC(F)(F)C(F)(F)C1,0.892393,-9.971
10,2,NOc1cccc2[nH]c3c(c12)CCN(C(=O)c1nc(=O)[nH]c2ccccc12)C3C1(O)CCCCC1,0.556123,-9.971
7,9,COc1ccccc1C1(CNC(=O)C2(C#[SH])CC23CCN(C(C)c2cc4ccccc4[nH]c2=O)CC3O)CC(F)(F)C(F)(F)C1,0.562046,-9.971
9,5,NCCC(NC(=O)Cc1cccc(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3C(F)F)c1)CC2,0.569932,-9.97
2,9,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1c(C)c(OC)c(O)c3c(O)cccc13)CC2,0.620048,-9.969
1,5,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC(O)=C(c3cccc(O)c3O)C(O)C1)C2,0.933606,-9.968
2,10,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1(C)CCO)CCN(C(C)c1cc(OC)c(OC)c3c(O)cccc13)CC2,0.567427,-9.968
2,6,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1ccc(O)c3c(OO)cccc13)CC2,0.558995,-9.968
2,3,COc1cc(=O)n2c(c1C(=O)N1CCc3ccc(F)c(O)c3C1C)CCN(Cc1cccc3ccccc13)CC2,0.763868,-9.967
9,3,C#Cc1c(O)ccc(CF)c1-c1cccc(CN2CCc3nnc(CNC(=O)Cc4cccc(F)c4)n3CC2)c1,0.553008,-9.967
9,4,CC(NC(=O)Cc1cccc(F)c1)c1nnc2n1CCN(Cc1cccc(-c3c(CF)ccc(O)c3OO)c1)CC2,0.564908,-9.966
9,10,CCN(C(=O)Cc1ccc(F)c(F)c1)C(C)c1nnc2n1CCN(Cc1cccc(-c3cc(OO)cc(F)c3C(F)(F)F)c1)CC2,0.614572,-9.966
3,6,COC1CC(C(=O)NCC2CC3CCC2C32C(O)C2(O)O)CC(F)N1C1N=c2cc3c(cc2=C(C)N1)CCC3,0.916764,-9.966
7,2,O=C(NCC1(c2ccccc2)CCC(F)(F)C1)C1CC12CCN(Cc1cc3ccccc3[nH]c1=O)CC2,0.975313,-9.966
9,2,Cc1cc(OO)c(O)cc1-c1cccc(CN2CCc3nnc(CNC(=O)Cc4cccc(F)c4)n3CC2)c1,0.553511,-9.965
8,3,CCC1CCC(F)CC1(O)C1c2[nH]c3ccccc3c2CCN1C(=O)c1nc(=O)[nH]c2ccccc12,0.63712,-9.965
2,8,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1cc(OC)c(OC(C)O)c3ccccc13)CC2,0.566524,-9.965
8,9,CCOC1(C2c3[nH]c4ccccc4c3C(O)CN2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)(F)C(F)(F)C1C,0.560754,-9.965
9,1,Cc1ccccc1-c1cccc(CN2CCc3nnc(CNC(=O)Cc4cccc(F)c4)n3C(ON)C2)c1,0.57231,-9.965
2,2,COc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1C)CCN(Cc1cccc3ccccc13)C(C#N)C2,0.570975,-9.964
8,6,COC1(C2c3[nH]c4cc(O)ccc4c3CCN2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)C(F)(F)C1,0.934388,-9.964
1,8,CCn1nc(C(=O)N2CCc3cc(O)ccc3C2)c2c1CCC(N1CC=C(c3cccc(OC)c3O)C(O)(O)C1O)C2,0.833425,-9.964
9,9,COC1Cn2c(nnc2C(C)N(C)C(=O)Cc2ccc(F)c(F)c2)CCN1Cc1cccc(-c2cc(O)cc(F)c2C(F)(F)F)c1,0.619171,-9.963
8,3,O=C(c1nc(=O)[nH]c2ccccc12)N1CCc2c([nH]c3ccc(O)cc23)C1C1(O)CCCC(F)C1,0.808932,-9.963
9,6,CC(NC(=O)Cc1cccc(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(OCC(N)CO)ccc3C(F)(F)F)c1)CC2,0.627854,-9.963
8,7,O=C(c1nc(=O)[nH]c2ccccc12)N1CCc2c([nH]c3ccccc23)C1C1(OCC[SeH])CCC(F)(F)C(F)(F)C1,0.570575,-9.963
2,8,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)C(C#[SH])CN(C(C)c1cc(OC)c(O)c3ccccc13)CC2,0.553621,-9.962
2,3,COc1cc(=O)n2c(c1C(=O)N1CCc3ccc(F)cc3C1C)CCN(Cc1cccc3c(ON)cccc13)CC2,0.556195,-9.962
2,4,COc1cc(=O)n2c(c1C(=O)N1CCc3ccc(F)cc3C1C)CCN(C(C)c1cccc3ccccc13)CC2CCO,0.58159,-9.962
8,4,Cc1cccc2[nH]c(=O)nc(C(=O)N3CCc4c([nH]c5ccccc45)C3C3(O)CCC(F)C(F)C3)c12,0.841577,-9.962
5,3,O=C(Nc1ccc(-n2cc(OO)cn2)cc1)C1C(O)C12CCN(C(=O)c1cccc(-c3ccccc3F)c1)CC2,0.613749,-9.962
9,7,CC(NC(=O)Cc1ccc(F)c(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3C(F)(F)F)c1)CC2ON,0.557665,-9.962
9,8,CC(N)Oc1ccc(C(F)(F)F)c(-c2cccc(CN3CCc4nnc(C(C)N(C)C(=O)Cc5ccc(F)c(F)c5)n4CC3)c2)c1,0.582217,-9.961
2,2,CCCOc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1C)CCN(Cc1cccc3ccccc13)CC2,0.556508,-9.961
1,7,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(O)(N1CC=C(c3cccc(OC)c3O)C(O)(O)C1)C2,0.805599,-9.961
6,6,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)C1CCN(C2=NC(C)=C3C(OCF)=CC=CC3N2)C(F)C1(F)F,0.573245,-9.96
1,3,CCn1nc(C(=O)N2CCc3cccc(F)c3C2)c2c1CCC(N1CC=C(c3cccc(O)c3)CC1)C2,0.811753,-9.96
1,7,CCn1nc(C(=O)N2Cc3ccccc3C(OC)C2)c2c1CCC(N1CC=C(c3cccc(OC)c3O)C(O)(O)C1)C2,0.595488,-9.96
9,7,CC(NC(=O)Cc1ccc(F)c(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3C(F)(F)F)c1)C(C=O)C2,0.563831,-9.96
7,7,CC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC2C(=O)NCC2(c3ccccc3O)CC(F)(F)C(F)(F)C2)C(O)C1,0.882315,-9.96
1,4,CCn1nc(C(=O)N2Cc3ccccc3CC2C)c2c1CCC(N1CC=C(c3cccc(O)c3O)CC1)C2,0.587129,-9.96
2,6,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1ccc(O)c3ccccc13)CC2CF,0.559229,-9.959
9,7,CC(c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3C(F)(F)F)c1)CC2)N(CCl)C(=O)Cc1ccc(F)c(F)c1,0.564289,-9.959
10,1,O=C(c1nc(=O)[nH]c2ccccc12)N1C(CO)Cc2c([nH]c3ccccc23)C1C1CCCCC1,0.58635,-9.959
8,6,COC1(C2c3[nH]c4ccccc4c3CC(C=O)N2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)C(F)(F)C1,0.614271,-9.958
2,8,C#CCOc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1cc(OC)c(O)c3ccccc13)CC2,0.56901,-9.958
9,2,Cc1ccc(O)cc1-c1cccc(CN2CCc3nnc(CNC(=O)Cc4ccc(O)c(F)c4)n3CC2)c1,0.977967,-9.958
8,7,COC1(C2c3[nH]c4ccccc4c3CC(CO)N2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)(F)C(F)(F)C1,0.676116,-9.958
2,4,COc1cc(=O)n2c(c1C(=O)N1CC(F)c3ccc(F)cc3C1C)CCN(C(C)c1cccc3ccccc13)CC2,0.558053,-9.956
9,3,Cc1ccc(F)cc1CC(=O)NCc1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3CF)c1)CC2,0.585756,-9.956
7,7,COc1c(C(C)N2CCC3(CC2)CC3C(=O)NCC2(c3ccccc3O)CC(F)(F)C(F)(F)C2)c(=O)[nH]c2ccccc12,0.595861,-9.956
8,4,O=C(c1nc(=O)[nH]c2ccc(O)cc12)N1CCc2c([nH]c3ccccc23)C1C1(O)CCC(F)C(F)C1,0.838219,-9.955
3,10,CCOC1CC(C(=O)NCC2CC3(O)CCC2(O)C32C(O)C2(O)O)CC(F)N1C1N=c2cc3c(cc2=C(C)N1)CC(O)C3,0.94794,-9.955
2,6,COc1cc(=O)n2c(c1C(=O)N1CC(O)c3c(F)cc(F)cc3C1C)CCN(C(C)c1ccc(O)c3ccccc13)CC2,0.786542,-9.955
9,9,CC(c1nnc2n1CCN(C(O)c1cccc(-c3cc(O)cc(F)c3C(F)(F)F)c1)CC2)N(C)C(=O)Cc1ccc(F)c(F)c1,0.764348,-9.954
9,9,CC(C(=O)N(C)C(C)c1nnc2n1CCN(Cc1cccc(-c3cc(O)cc(F)c3C(F)(F)F)c1)CC2)c1ccc(F)c(F)c1,0.869738,-9.954
1,2,COc1cccc2c1CN(C(=O)c1nn(C)c3c1CC(N1CC=C(c4cccc(O)c4)CC1)CC3)CC2,0.593067,-9.953
9,9,CC(c1nnc2n1CCN(Cc1cccc(-c3cc(O)cc(F)c3C(F)(F)F)c1)CC2)N(C)C(=O)Cc1cc(F)c(F)cc1F,0.598694,-9.953
7,6,CC(c1cc2cccc(O)c2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccccc2)CC(F)(F)C(F)(F)C1,0.951201,-9.953
8,5,C=COC1(C2c3[nH]c4ccccc4c3CCN2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)C(F)(F)C1,0.57601,-9.952
4,6,CC1=C2C=C3C(=CC2NC(N2CCC(C(=O)NCC4(O)CC5CCC4C54C(F)C4F)CC2)=N1)C(O)C(O)C3C,0.835296,-9.952
9,8,CC(c1nnc2n1CCN(Cc1cccc(-c3cc(OC=O)ccc3C(F)(F)F)c1)CC2)N(C)C(=O)Cc1ccc(F)c(F)c1,0.634992,-9.952
3,5,COC1C(O)C(C(=O)NCC2CC3CCC2C32CC2O)CC(F)N1C1N=c2cc3c(cc2=C(C)N1)CCC3,0.552211,-9.951
9,8,CC(c1nnc2n1CCN(Cc1cc(F)cc(-c3cc(O)ccc3C(F)(F)F)c1)CC2)N(C)C(=O)Cc1ccc(F)c(F)c1,0.962404,-9.951
2,4,COc1cc(=O)n2c(c1C(=O)N1CCc3ccc(F)cc3C1C)CCN(C(C)c1cc(F)cc3ccccc13)CC2,0.876915,-9.951
2,2,COc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1C)CCN(Cc1cccc3ccccc13)C(C#[SH])C2,0.561663,-9.95
7,3,N#CC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccccc2)CC(F)C(F)C1,0.555657,-9.95
7,6,Cc1c(C(C)N2CCC3(CC2)CC3C(=O)NCC2(c3ccccc3)CC(F)(F)C(F)(F)C2)c(=O)[nH]c2ccccc12,0.698199,-9.95
7,3,O=C(NC(CBr)C1(c2ccccc2)CC(F)C(F)C1)C1CC12CCN(Cc1cc3ccccc3[nH]c1=O)CC2,0.563923,-9.95
7,5,CC(c1c(O)c2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccccc2)CC(F)C(F)(F)C1,0.909512,-9.95
3,4,COC1CC(C(=O)NCC2CC3CCC2C32CC2O)CCN1C1N=c2cc3c(cc2=C(C)N1C#N)CCC3,0.55124,-9.949
1,5,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC=C(c3cccc(OC(C)N)c3O)C(O)C1)C2,0.668526,-9.949
9,3,CC(C)C(NC(=O)Cc1cccc(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3CF)c1)CC2,0.578872,-9.948
8,4,Cc1cccc2c3c([nH]c12)C(C1(O)CCC(F)C(F)C1)N(C(=O)c1nc(=O)[nH]c2ccccc12)CC3,0.834752,-9.948
9,10,CCN(C(=O)Cc1ccc(F)c(F)c1)C(C)c1nnc2n1CCN(Cc1cccc(-c3cc(O)cc(F)c3C(F)(F)F)c1)C(C)C2,0.794015,-9.948
8,5,O=C(c1nc(=O)[nH]c2ccccc12)N1CCc2c([nH]c3ccccc23)C1C1(OCF)CCC(F)C(F)(F)C1,0.576087,-9.948
7,10,COc1ccccc1C1(C(C)NC(=O)C2CC23CC(O)N(C(C)c2cc4ccccc4[nH]c2=O)CC3O)CC(F)(F)C(F)(F)C1,0.923367,-9.946
9,2,Cc1ccc(O)cc1-c1cccc(CN2CCc3nnc(C(NC(=O)Cc4cccc(F)c4)C(C)N)n3CC2)c1,0.565407,-9.946
2,2,COc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1C)CCN(Cc1cccc3ccc(F)cc13)CC2,0.992383,-9.946
3,1,CC1=c2cc3c(cc2=NC(N2CCC(C(=O)NCC4CC5CCC4C54CC4C)CC2)N1)CCC3,0.549676,-9.945
7,10,COc1ccccc1C1(C(C)NC(=O)C2CC23CCN(C(C)c2cc4cccc(O)c4[nH]c2=O)CC3O)CC(F)(F)C(F)(F)C1,0.815491,-9.945
1,6,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC=C(c3cccc(OC)c3O)C(O)(O)C1)C2,0.999329,-9.944
1,6,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CC(F)C(N1CC=C(c3cccc(O)c3O)C(O)(O)C1)C2,0.697881,-9.944
4,1,CC1=C2C=C3CCCC3=CC2NC(N2CCC(C(=O)NCC3CC4CCC3C43CC3)CC2C=O)=N1,0.606288,-9.943
1,1,Cn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(O)(N1CC=C(c3ccccc3)CC1)C2,0.835897,-9.942
9,3,O=C(Cc1cccc(F)c1)N(CI)Cc1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3CF)c1)CC2,0.558841,-9.942
1,7,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC=C(c3cccc(OC)c3OCF)C(O)(O)C1)C2,0.550933,-9.942
8,7,COC1CC(F)(F)C(F)(F)CC1(OC)C1c2[nH]c3ccccc3c2CCN1C(=O)c1nc(=O)[nH]c2ccccc12,0.589498,-9.942
1,8,CCn1nc(C(=O)N2CCc3cc(O)ccc3C2)c2c1C(OC)CC(N1CC=C(c3cccc(OC)c3O)C(O)(O)C1)C2,0.589819,-9.942
1,1,Cn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC=C(c3ccccc3)CC1)C2CO,0.587575,-9.942
2,2,COc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1C)CCN(Cc1c(C)ccc3ccccc13)CC2,0.579468,-9.941
9,5,CC(NC(=O)Cc1cccc(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(OCO)ccc3C(F)F)c1)CC2,0.613923,-9.941
8,9,CCOC1(C2c3[nH]c4ccccc4c3C(O)CN2C(=O)c2nc(=O)[nH]c3ccc(OC)cc23)CCC(F)(F)C(F)(F)C1,0.584115,-9.94
2,1,COc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1)C(C)CN(Cc1cccc3ccccc13)CC2,0.797853,-9.94
1,1,Cn1nc(C(=O)N2CCc3ccccc3C2)c2c1CC(O)C(N1CC=C(c3ccccc3)CC1)C2,0.905773,-9.94
2,5,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1cccc3ccccc13)CC2O,0.672085,-9.939
8,6,COC1(C2c3[nH]c4cc(F)ccc4c3CCN2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)C(F)(F)C1,0.641648,-9.939
7,7,CC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NC(C=O)C1(c2ccccc2O)CC(F)(F)C(F)(F)C1,0.611322,-9.939
7,10,COc1ccccc1C1(C(C)NC(=O)C2CC23CCN(C(C)c2c(O)c4ccccc4[nH]c2=O)CC3O)CC(F)(F)C(F)(F)C1,0.934204,-9.939
9,6,CC(NC(=O)Cc1cccc(F)c1)c1nnc2n1CC(C)N(Cc1cccc(-c3cc(O)ccc3C(F)(F)F)c1)CC2,0.754847,-9.938
7,4,O=C(NCC1(c2ccccc2)CC(F)C(F)(F)C1)C1CC12CCN(Cc1cc3c(F)cccc3[nH]c1=O)CC2,0.840661,-9.938
7,6,CC(c1cc2c(ON)cccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccccc2)CC(F)(F)C(F)(F)C1,0.559319,-9.938
1,6,CCn1nc(C(=O)N2Cc3ccccc3CC2CO)c2c1CCC(N1CC=C(c3cccc(O)c3O)C(O)(O)C1)C2,0.631548,-9.937
2,1,COc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1)CCN(Cc1cccc3c(O)cccc13)CC2,0.965141,-9.937
8,6,COC1(C2c3[nH]c4ccccc4c3CC(CS)N2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)C(F)(F)C1,0.557472,-9.937
2,7,COc1cc(=O)n2c(c1C(=O)N1C(CO)Cc3c(F)cc(F)cc3C1C)CCN(C(C)c1cc(O)c(O)c3ccccc13)CC2,0.673983,-9.936
9,2,C=CC(NC(=O)Cc1cccc(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3C)c1)CC2,0.551964,-9.936
5,5,COC1C(C(=O)Nc2ccc(-n3cc(O)cn3)cc2)C12CCN(C(=O)c1cccc(-c3cc(F)ccc3F)c1)CC2O,0.974626,-9.936
1,1,Cn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC=C(c3cccc(ON)c3)CC1)C2,0.570595,-9.935
1,6,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC=C(c3cccc(O)c3O)C(O)(O)C1C#[SH])C2,0.57011,-9.935
1,5,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC(OC)=C(c3cccc(O)c3O)C(O)C1)C2,0.646324,-9.935
9,4,O=C(Cc1cccc(F)c1)NC(CCCl)c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3CF)c1)CC2,0.553863,-9.935
7,7,Cc1ccc2cc(C(C)N3CCC4(CC3)CC4C(=O)NCC3(c4ccccc4O)CC(F)(F)C(F)(F)C3)c(=O)[nH]c2c1,0.680761,-9.935
8,7,COC1(C2c3[nH]c4ccccc4c3CC(C#N)N2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)(F)C(F)(F)C1,0.55212,-9.935
7,9,COc1ccccc1C1(CNC(=O)C2(C)CC23CCN(C(C)c2cc4ccccc4[nH]c2=O)CC3O)CC(F)(F)C(F)(F)C1,0.973292,-9.935
7,6,O=CCC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccccc2)CC(F)(F)C(F)(F)C1,0.57838,-9.935
10,1,CCC1Cc2c([nH]c3ccccc23)C(C2CCCCC2)N1C(=O)c1nc(=O)[nH]c2ccccc12,0.593655,-9.934
2,1,COc1ccc2c(c1)CN(C(=O)c1c(OC)cc(=O)n3c1CCN(Cc1cccc4ccccc14)CC3)CC2,0.576918,-9.933
3,9,CC1=c2cc3c(cc2=NC(N2C(F)CC(C(=O)NCC4CC5CCC4(O)C54C(O)C4(O)O)CC2OC(C)CF)N1)CCC3,0.570502,-9.931
8,10,CCOC1(C2(C#[SH])c3[nH]c4ccccc4c3C(OC)CN2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)(F)C(F)(F)C1,0.564236,-9.931
7,6,CC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccccc2)CC(F)(F)C(F)(F)C1O,0.7107,-9.93
9,8,CC(c1nnc2n1CCN(Cc1cccc(-c3cc(O)cc(O)c3C(F)(F)F)c1)CC2)N(C)C(=O)Cc1ccc(F)c(F)c1,0.805424,-9.93
2,9,COc1cc(=O)n2c(c1C(=O)N1CCc3c(cc(F)c(F)c3F)C1C)CCN(C(C)c1cc(OC)c(O)c3c(O)cccc13)CC2,0.976831,-9.93
5,2,NC(O)c1ccc(F)c(-c2cccc(C(=O)N3CCC4(CC3)CC4C(=O)Nc3ccc(-n4cc(O)cn4)cc3)c2)c1,0.549936,-9.929
8,7,COC1(C2c3[nH]c4ccccc4c3CCN2C(=O)c2nc(=O)[nH]c3ccccc23)CCC(F)(F)C(F)(F)C1O,0.790219,-9.929
7,7,CC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1C=O)CC2C(=O)NCC1(c2ccccc2O)CC(F)(F)C(F)(F)C1,0.579176,-9.928
2,9,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1cc(OC)c(OC[SeH])c3c(O)cccc13)CC2,0.567976,-9.928
9,7,CC(c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3C(F)(F)F)c1)CC2)N(C=O)C(=O)Cc1ccc(F)c(F)c1,0.60689,-9.927
9,9,C=CCC(c1nnc2n1CCN(Cc1cccc(-c3cc(O)cc(F)c3C(F)(F)F)c1)CC2)N(C)C(=O)Cc1ccc(F)c(F)c1,0.550879,-9.927
2,7,CCOc1c(O)cc(C(C)N2CCc3c(C(=O)N4CCc5c(F)cc(F)cc5C4C)c(OC)cc(=O)n3CC2)c2ccccc12,0.62601,-9.926
3,1,CC1=c2cc3c(cc2=NC(N2CCC(C(=O)NCC4CC5CCC4(O)C54CC4)CC2)N1)CCC3,0.952809,-9.925
1,6,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC(C)=C(c3cccc(O)c3O)C(O)(O)C1)C2,0.699736,-9.924
2,1,CCC(O)C1CN(Cc2cccc3ccccc23)CCc2c(C(=O)N3CCc4ccccc4C3)c(OC)cc(=O)n21,0.552445,-9.924
4,3,CC1=C2C=C3CC(O)CC3=CC2NC(N2CCC(C(=O)NCC3(O)CC4CCC3C43CC3O)CC2)=N1,0.984514,-9.924
9,7,CC(NC(=O)Cc1ccc(F)c(F)c1)c1nnc2n1CCN(Cc1cccc(-c3cc(O)ccc3C(F)(F)F)c1)C(O)C2,0.831495,-9.924
1,7,CCn1nc(C(=O)N2CCc3ccccc3C2)c2c1CCC(N1CC=C(c3cccc(OC)c3O)C(O)(O)C1CO)C2,0.556183,-9.924
9,5,CC(NC(=O)Cc1cccc(F)c1)c1nnc2n1C(ON)CN(Cc1cccc(-c3cc(O)ccc3C(F)F)c1)CC2,0.569925,-9.924
9,6,COc1ccc(C(F)(F)F)c(-c2cccc(CN3CCc4nnc(C(C)NC(=O)Cc5cccc(F)c5)n4CC3)c2)c1,0.861448,-9.923
2,3,COc1cc(=O)n2c(c1C(=O)N1CCc3ccc(F)cc3C1C)C(C)CN(Cc1cccc3ccccc13)CC2,0.674904,-9.923
2,8,COc1cc(=O)n2c(c1C(=O)N1CCc3c(F)cc(F)cc3C1C)CCN(C(C)c1cc(OC)c(O)c3ccccc13)C(N)C2,0.646814,-9.923
7,3,CCC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2ccccc2)CC(F)C(F)C1,0.626113,-9.923
3,2,CC1=c2cc3c(cc2=NC(N2C(O)CC(C(=O)NCC4CC5CCC4C54CC4)CC2F)N1)CCC3,0.771282,-9.921
7,6,CC(c1cc2ccccc2[nH]c1=O)N1CCC2(CC1)CC2C(=O)NCC1(c2cccc(F)c2)CC(F)(F)C(F)(F)C1,0.734607,-9.921
8,9,C=CC1C(O)c2c([nH]c3ccccc23)C(C2(OCC)CCC(F)(F)C(F)(F)C2)N1C(=O)c1nc(=O)[nH]c2ccccc12,0.582067,-9.921
5,7,COC1C(C(=O)Nc2ccc(-n3cc(O)cn3)c(O)c2)C12CCN(C(=O)c1cccc(-c3ccccc3F)c1)C(C)C2(O)O,0.963528,-9.921
